province;red;green;blue;x;x
4097;0;45;85;New Province 829;x
4098;1;201;200;New Province 830;x
4099;85;15;6;New Province 831;x
4100;43;69;178;New Province 832;x
4101;43;12;133;New Province 833;x
4102;128;66;139;New Province 834;x
4103;169;42;17;New Province 835;x
4104;1;123;95;New Province 836;x
4105;126;33;159;New Province 837;x
4106;43;93;48;New Province 838;x
4107;0;186;220;New Province 839;x
4108;168;36;32;New Province 840;x
4109;0;90;70;New Province 841;x
4110;49;192;53;New Province 842;x
4111;226;75;104;New Province 843;x
4112;127;207;159;New Province 844;x
4113;126;36;169;New Province 845;x
4114;85;180;11;New Province 846;x
4115;43;147;28;New Province 847;x
4116;43;183;168;New Province 848;x
4117;84;27;216;New Province 849;x
4118;43;48;18;New Province 850;x
4119;85;186;41;New Province 851;x
4120;42;144;8;New Province 852;x
4121;43;105;63;New Province 853;x
4122;169;177;167;New Province 854;x
4123;42;24;88;New Province 855;x
4124;1;210;195;New Province 856;x
4125;128;81;14;New Province 857;x
4126;1;102;85;New Province 858;x
4127;85;150;156;New Province 859;x
4128;1;195;65;New Province 860;x
4129;42;189;93;New Province 861;x
4130;44;135;23;New Province 862;x
4131;126;75;74;New Province 863;x
4132;0;117;10;New Province 864;x
4133;42;69;73;New Province 865;x
4134;85;204;31;New Province 866;x
4135;85;168;201;New Province 867;x
4136;128;90;64;New Province 868;x
4137;84;72;201;New Province 869;x
4138;84;165;181;New Province 870;x
4139;126;195;94;New Province 871;x
4140;176;198;172;New Province 872;x
4141;86;78;141;New Province 873;x
4142;44;39;183;New Province 874;x
4143;44;156;183;New Province 875;x
4144;44;75;13;New Province 876;x
4145;128;114;84;New Province 877;x
4146;170;36;42;New Province 878;x
4147;170;117;212;New Province 879;x
4148;128;33;169;New Province 880;x
4149;87;57;91;New Province 881;x
4150;3;87;25;New Province 882;x
4151;92;96;76;New Province 883;x
4152;148;159;103;New Province 884;x
4153;129;54;189;New Province 885;x
4154;129;60;219;New Province 886;x
4155;171;63;92;New Province 887;x
4156;49;0;213;New Province 888;x
4157;171;57;62;New Province 889;x
4158;54;120;210;New Province 890;x
4159;125;88;249;New Province 891;x
4160;70;69;118;New Province 892;x
4161;128;75;189;New Province 893;x
4162;7;75;190;New Province 894;x
4163;2;84;155;New Province 895;x
4164;2;102;95;New Province 896;x
4165;128;57;94;New Province 897;x
4166;127;126;194;New Province 898;x
4167;86;72;61;New Province 899;x
4168;169;51;12;New Province 900;x
4169;85;3;46;New Province 901;x
4170;43;135;218;New Province 902;x
4171;1;75;150;New Province 903;x
4172;1;186;175;New Province 904;x
4173;1;6;145;New Province 905;x
4174;126;126;139;New Province 906;x
4175;126;165;139;New Province 907;x
4176;168;48;92;New Province 908;x
4177;85;99;141;New Province 909;x
4178;170;27;152;New Province 910;x
4179;170;9;57;New Province 911;x
4180;44;87;28;New Province 912;x
4181;86;0;91;New Province 913;x
4182;127;48;139;New Province 914;x
4183;43;108;178;New Province 915;x
4184;1;12;70;New Province 916;x
4185;1;132;90;New Province 917;x
4186;1;96;55;New Province 918;x
4187;0;150;27;New Province 919;x
4188;1;87;165;New Province 920;x
4189;85;159;1;New Province 921;x
4190;129;189;29;New Province 922;x
4191;171;174;62;New Province 923;x
4192;86;54;221;New Province 924;x
4193;44;33;153;New Province 925;x
4194;134;9;189;New Province 926;x
4195;44;51;93;New Province 927;x
4196;169;15;77;New Province 928;x
4197;135;198;224;New Province 929;x
4198;128;33;224;New Province 930;x
4199;127;69;149;New Province 931;x
4200;215;90;190;New Province 932;x
4201;127;12;204;New Province 933;x
4202;86;30;96;New Province 934;x
4203;128;129;64;New Province 935;x
4204;85;102;56;New Province 936;x
4205;1;18;205;New Province 937;x
4206;82;86;135;New Province 938;x
4207;169;171;32;New Province 939;x
4208;93;42;6;New Province 940;x
4209;1;120;135;New Province 941;x
4210;43;21;78;New Province 932;x
4211;1;153;0;New Province 933;x
4212;81;86;135;New Province 934;x
4213;168;180;177;New Province 935;x
4214;1;153;205;New Province 936;x
4215;0;105;200;New Province 937;x
4216;42;120;138;New Province 938;x
4217;126;45;219;New Province 939;x
4218;0;63;30;New Province 940;x
4219;168;129;12;New Province 941;x
4220;84;189;51;New Province 942;x
4221;42;66;158;New Province 943;x
4222;127;81;164;New Province 944;x
4223;7;6;185;New Province 945;x
4224;7;174;50;New Province 946;x
4225;49;66;3;New Province 947;x
4226;7;108;10;New Province 948;x
4227;133;87;134;New Province 949;x
4228;49;111;138;New Province 950;x
4229;175;135;142;New Province 951;x
4230;93;192;76;New Province 952;x
4231;49;51;128;New Province 953;x
4232;134;81;9;New Province 954;x
4233;50;180;153;New Province 955;x
4234;3;108;35;New Province 956;x
4235;176;84;137;New Province 957;x
4236;174;189;167;New Province 958;x
4237;90;123;156;New Province 959;x
4238;171;183;162;New Province 960;x
4239;50;57;168;New Province 961;x
4240;3;168;195;New Province 962;x
4241;49;174;8;New Province 963;x
4242;3;114;65;New Province 964;x
4243;52;153;73;New Province 965;x
4244;129;177;69;New Province 966;x
4245;171;129;32;New Province 967;x
4246;171;204;67;New Province 968;x
4247;59;79;63;New Province 969;x
4248;132;108;189;New Province 970;x
4249;132;183;74;New Province 971;x
4250;129;201;194;New Province 972;x
4251;87;195;1;New Province 973;x
4252;45;189;163;New Province 974;x
4253;129;195;164;New Province 975;x
4254;168;174;192;New Province 976;x
4255;87;102;226;New Province 977;x
4256;188;96;100;New Province 978;x
4257;34;134;177;New Province 979;x
4258;129;198;129;New Province 980;x
4259;153;246;248;New Province 981;x
4260;0;9;200;New Province 982;x
4261;84;171;156;New Province 983;x
4262;42;120;183;New Province 984;x
4263;3;132;160;New Province 985;x
4264;45;186;198;New Province 986;x
4265;171;162;2;New Province 987;x
4266;171;198;37;New Province 988;x
4267;129;159;129;New Province 989;x
4268;198;232;204;New Province 990;x
4269;3;201;165;New Province 991;x
4270;86;126;21;New Province 992;x
4271;172;114;62;New Province 993;x
4272;168;159;62;New Province 994;x
4273;129;105;99;New Province 995;x
4274;3;165;130;New Province 996;x
4275;75;136;73;New Province 997;x
4276;172;66;162;New Province 998;x
4277;45;93;68;New Province 999;x
4278;46;75;128;New Province 1000;x
4279;128;3;219;New Province 1001;x
4280;86;36;26;New Province 1002;x
4281;170;6;92;New Province 1003;x
4282;130;60;69;New Province 1004;x
4283;170;24;187;New Province 1005;x
4284;129;0;154;New Province 1006;x
4285;45;204;188;New Province 1007;x
4286;46;15;68;New Province 1008;x
4287;44;12;93;New Province 1009;x
4288;87;207;61;New Province 1010;x
4289;3;207;195;New Province 1011;x
4290;88;36;36;New Province 1012;x
4291;171;3;27;New Province 1013;x
4292;87;0;196;New Province 1014;x
4293;48;132;193;New Province 1015;x
4294;87;129;61;New Province 1016;x
4295;171;156;222;New Province 1017;x
4296;171;117;222;New Province 1018;x
4297;171;153;157;New Province 1019;x
4298;87;93;26;New Province 1020;x
4299;3;138;190;New Province 1021;x
4300;3;120;95;New Province 1022;x
4301;171;81;187;New Province 1023;x
4302;3;84;60;New Province 1024;x
4303;172;81;37;New Province 1025;x
4304;88;57;196;New Province 1026;x
4305;87;210;26;New Province 1027;x
4306;171;198;187;New Province 1028;x
4307;45;168;153;New Province 1029;x
4308;87;171;26;New Province 1030;x
4309;129;174;154;New Province 1031;x
4310;171;159;187;New Province 1032;x
4311;129;192;94;New Province 1033;x
4312;129;153;94;New Province 1034;x
4313;171;195;222;New Province 1035;x
4314;45;165;188;New Province 1036;x
4315;3;180;155;New Province 1037;x
4316;128;201;89;New Province 1038;x
4317;129;78;59;New Province 1039;x
4318;129;57;154;New Province 1040;x
4319;129;132;189;New Province 1041;x
4320;45;69;93;New Province 1042;x
4321;3;66;220;New Province 1043;x
4322;47;177;63;New Province 1044;x
4323;89;45;41;New Province 1045;x
4324;5;174;190;New Province 1046;x
4325;5;192;30;New Province 1047;x
4326;173;111;52;New Province 1048;x
4327;5;147;150;New Province 1049;x
4328;89;198;31;New Province 1050;x
4329;131;48;169;New Province 1051;x
4330;173;33;202;New Province 1052;x
4331;175;3;162;New Province 1053;x
4332;47;195;158;New Province 1054;x
4333;131;108;179;New Province 1055;x
4334;47;114;88;New Province 1056;x
4335;87;147;156;New Province 1057;x
4336;5;114;180;New Province 1058;x
4337;45;129;153;New Province 1059;x
4338;47;42;168;New Province 1060;x
4339;45;192;23;New Province 1061;x
4340;171;144;57;New Province 1062;x
4341;87;135;91;New Province 1063;x
4342;129;177;219;New Province 1064;x
4343;3;147;185;New Province 1065;x
4344;86;181;96;New Province 1066;x
4345;46;156;58;New Province 1067;x
4346;105;56;191;New Province 1068;x
4347;89;138;21;New Province 1069;x
4348;169;165;152;New Province 1070;x
4349;169;84;82;New Province 1071;x
4350;45;111;58;New Province 1072;x
4351;134;207;59;New Province 1073;x
4352;50;108;78;New Province 1074;x
4353;3;204;130;New Province 1075;x
4354;176;210;187;New Province 1076;x
4355;8;105;205;New Province 1077;x
4356;45;147;198;New Province 1078;x
4357;8;15;40;New Province 1079;x
4358;91;6;51;New Province 1080;x
4359;87;114;36;New Province 1081;x
4360;3;9;70;New Province 1082;x
4361;50;198;93;New Province 1083;x
4362;135;195;204;New Province 1084;x
4363;170;144;2;New Province 1085;x
4364;7;168;20;New Province 1086;x
4365;7;33;225;New Province 1087;x
4366;42;69;18;New Province 1088;x
4367;174;126;192;New Province 1089;x
4368;42;159;33;New Province 1090;x
4369;171;186;227;New Province 1091;x
4370;133;177;149;New Province 1092;x
4371;91;114;11;New Province 1093;x
4372;4;60;95;New Province 1094;x
4373;0;3;170;New Province 1095;x
4374;168;195;202;New Province 1096;x
4375;42;126;63;New Province 1097;x
4376;84;51;86;New Province 1098;x
4377;126;192;74;New Province 1099;x
4378;84;189;201;New Province 1100;x
4379;84;129;191;New Province 1101;x
4380;126;117;189;New Province 1102;x
4381;132;123;64;New Province 1103;x
4382;0;126;155;New Province 1104;x
4383;168;78;147;New Province 1105;x
4384;42;186;73;New Province 1106;x
4385;126;75;19;New Province 1107;x
4386;0;201;40;New Province 1108;x
4387;6;111;225;New Province 1109;x
4388;126;30;139;New Province 1110;x
4389;84;162;161;New Province 1111;x
4390;84;117;26;New Province 1112;x
4391;42;60;173;New Province 1113;x
4392;0;24;75;New Province 1114;x
4393;168;21;202;New Province 1115;x
4394;84;108;181;New Province 1116;x
4395;175;30;97;New Province 1117;x
4396;129;120;129;New Province 1118;x
4397;0;57;45;New Province 1119;x
4398;91;177;86;New Province 1120;x
4399;49;204;218;New Province 1121;x
4400;168;132;227;New Province 1122;x
4401;168;66;82;New Province 1123;x
4402;168;6;72;New Province 1124;x
4403;0;177;65;New Province 1125;x
4404;6;51;215;New Province 1126;x
4405;42;114;153;New Province 1127;x
4406;168;60;52;New Province 1128;x
4407;126;129;99;New Province 1129;x
4408;131;102;44;New Province 1130;x
4409;91;54;1;New Province 1131;x
4410;47;6;28;New Province 1132;x
4411;133;72;4;New Province 1133;x
4412;131;33;189;New Province 1134;x
4413;89;99;171;New Province 1135;x
4414;42;165;63;New Province 1136;x
4415;126;123;219;New Province 1137;x
4416;42;12;73;New Province 1138;x
4417;0;69;210;New Province 1139;x
4418;171;108;227;New Province 1140;x
4419;0;204;5;New Province 1141;x
4420;126;78;84;New Province 1142;x
4421;42;105;53;New Province 1143;x
4422;126;168;99;New Province 1144;x
4423;176;12;167;New Province 1145;x
4424;0;21;10;New Province 1146;x
4425;126;120;154;New Province 1147;x
4426;126;210;169;New Province 1148;x
4427;0;66;145;New Province 1149;x
4428;42;24;138;New Province 1150;x
4429;126;198;4;New Province 1151;x
4430;84;27;11;New Province 1152;x
4431;168;0;42;New Province 1153;x
4432;168;108;152;New Province 1154;x
4433;168;18;137;New Province 1155;x
4434;84;54;51;New Province 1156;x
4435;0;111;25;New Province 1157;x
4436;84;82;210;New Province 1158;x
4437;168;120;62;New Province 1159;x
4438;84;207;41;New Province 1160;x
4439;133;147;144;New Province 1161;x
4440;126;57;179;New Province 1162;x
4441;133;117;139;New Province 1163;x
4442;84;3;36;New Province 1164;x
4443;45;108;198;New Province 1165;x
4444;88;39;1;New Province 1166;x
4445;4;30;35;New Province 1167;x
4446;172;27;162;New Province 1168;x
4447;4;84;165;New Province 1169;x
4448;84;60;81;New Province 1170;x
4449;84;120;91;New Province 1171;x
4450;84;165;226;New Province 1172;x
4451;42;162;98;New Province 1173;x
4452;171;102;197;New Province 1174;x
4453;49;3;178;New Province 1175;x
4454;88;72;71;New Province 1176;x
4455;129;99;69;New Province 1177;x
4456;87;111;71;New Province 1178;x
4457;172;99;132;New Province 1179;x
4458;45;126;188;New Province 1180;x
4459;46;87;38;New Province 1181;x
4460;130;81;129;New Province 1182;x
4461;46;54;68;New Province 1183;x
4462;175;186;157;New Province 1184;x
4463;88;93;131;New Province 1185;x
4464;87;96;196;New Province 1186;x
4465;88;78;1;New Province 1187;x
4466;51;72;114;New Province 1188;x
4467;4;27;70;New Province 1189;x
4468;79;102;129;New Province 1190;x
4469;46;102;168;New Province 1191;x
4470;46;30;198;New Province 1192;x
4471;131;70;112;New Province 1193;x
4472;88;33;71;New Province 1194;x
4473;0;159;225;New Province 1195;x
4474;126;63;209;New Province 1196;x
4475;4;87;130;New Province 1197;x
4476;3;54;0;New Province 1198;x
4477;46;48;38;New Province 1199;x
4478;51;72;113;New Province 1200;x
4479;3;111;0;New Province 1201;x
4480;47;68;55;New Province 1202;x
4481;74;120;61;New Province 1203;x
4482;45;102;63;New Province 1204;x
4483;209;106;30;New Province 1205;x
4484;132;198;204;New Province 1206;x
4485;45;96;33;New Province 1207;x
4486;4;45;165;New Province 1208;x
4487;84;152;63;New Province 1209;x
4488;130;57;4;New Province 1210;x
4489;4;99;40;New Province 1211;x
4490;4;102;5;New Province 1212;x
4491;4;63;5;New Province 1213;x
4492;172;78;72;New Province 1214;x
4493;171;117;72;New Province 1215;x
4494;88;51;166;New Province 1216;x
4495;3;105;70;New Province 1217;x
4496;71;136;60;New Province 1218;x
4497;87;99;161;New Province 1219;x
4498;0;48;50;New Province 1220;x
4499;173;72;202;New Province 1221;x
4500;90;183;166;New Province 1222;x
4501;168;33;12;New Province 1223;x
4502;3;33;195;New Province 1224;x
4503;131;66;159;New Province 1225;x
4504;2;75;160;New Province 1226;x
4505;131;15;94;New Province 1227;x
4506;175;90;7;New Province 1228;x
4507;49;141;143;New Province 1229;x
4508;173;36;62;New Province 1230;x
4509;0;123;190;New Province 1231;x
4510;177;33;177;New Province 1232;x
4511;175;210;27;New Province 1233;x
4512;91;174;21;New Province 1234;x
4513;175;180;22;New Province 1235;x
4514;91;21;31;New Province 1236;x
4515;51;195;133;New Province 1237;x
4516;133;207;154;New Province 1238;x
4517;133;54;164;New Province 1239;x
4518;133;84;169;New Province 1240;x
4519;130;93;39;New Province 1241;x
4520;5;207;160;New Province 1242;x
4521;4;189;160;New Province 1243;x
4522;133;24;159;New Province 1244;x
4523;50;78;73;New Province 1245;x
4524;177;51;222;New Province 1246;x
4525;9;21;25;New Province 1247;x
4526;47;150;23;New Province 1248;x
4527;177;108;62;New Province 1249;x
4528;132;66;19;New Province 1250;x
4529;7;138;15;New Province 1231;x
4530;90;147;26;New Province 1232;x
4531;171;105;162;New Province 1233;x
4532;8;90;75;New Province 1234;x
4533;47;204;3;New Province 1235;x
4534;6;54;180;New Province 1236;x
4535;51;162;163;New Province 1237;x
4536;49;171;148;New Province 1238;x
4537;8;171;40;New Province 1239;x
4538;171;141;197;New Province 1240;x
4539;130;210;94;New Province 1241;x
4540;130;156;219;New Province 1242;x
4541;131;21;24;New Province 1243;x
4542;130;138;24;New Province 1244;x
4543;88;186;61;New Province 1245;x
4544;130;96;4;New Province 1246;x
4545;172;141;152;New Province 1247;x
4546;172;60;132;New Province 1248;x
4547;4;78;85;New Province 1249;x
4548;172;75;212;New Province 1250;x
4549;89;63;31;New Province 1251;x
4550;89;120;181;New Province 1252;x
4551;173;186;192;New Province 1253;x
4552;47;129;218;New Province 1254;x
4553;89;54;141;New Province 1255;x
4554;45;114;128;New Province 1256;x
4555;87;207;166;New Province 1257;x
4556;45;168;3;New Province 1258;x
4557;130;123;149;New Province 1259;x
4558;45;150;163;New Province 1260;x
4559;3;147;35;New Province 1261;x
4560;129;102;34;New Province 1262;x
4561;47;168;13;New Province 1263;x
4562;5;72;160;New Province 1264;x
4563;173;159;47;New Province 1265;x
4564;5;162;175;New Province 1266;x
4565;5;21;95;New Province 1267;x
4566;133;180;214;New Province 1268;x
4567;133;150;209;New Province 1269;x
4568;133;120;204;New Province 1270;x
4569;91;87;71;New Province 1271;x
4570;173;18;222;New Province 1272;x
4571;89;189;186;New Province 1273;x
4572;89;9;156;New Province 1274;x
4573;49;36;98;New Province 1275;x
4574;175;153;82;New Province 1276;x
4575;131;156;174;New Province 1277;x
4576;89;117;11;New Province 1278;x
4577;89;120;76;New Province 1279;x
4578;131;120;139;New Province 1280;x
4579;172;57;222;New Province 1281;x
4580;89;30;61;New Province 1282;x
4581;133;174;184;New Province 1283;x
4582;131;174;14;New Province 1284;x
4583;130;147;74;New Province 1285;x
4584;93;150;11;New Province 1286;x
4585;175;27;32;New Province 1287;x
4586;4;66;70;New Province 1288;x
4587;88;144;201;New Province 1289;x
4588;4;3;50;New Province 1290;x
4589;255;61;131;New Province 1291;x
4590;175;87;42;New Province 1292;x
4591;173;204;32;New Province 1293;x
4592;5;126;90;New Province 1294;x
4593;6;72;20;New Province 1295;x
4594;47;117;53;New Province 1296;x
4595;173;51;42;New Province 1297;x
4596;5;54;170;New Province 1298;x
4597;131;201;159;New Province 1299;x
4598;173;198;2;New Province 1300;x
4599;131;120;89;New Province 1301;x
4600;47;51;13;New Province 1302;x
4601;5;201;130;New Province 1303;x
4602;3;12;35;New Province 1304;x
4603;7;105;45;New Province 1305;x
4604;7;120;175;New Province 1306;x
4605;7;30;160;New Province 1307;x
4606;175;57;37;New Province 1308;x
4607;89;117;216;New Province 1309;x
4608;171;48;162;New Province 1310;x
4609;87;39;196;New Province 1311;x
4610;171;6;197;New Province 1312;x
4611;7;135;50;New Province 1313;x
4612;175;147;52;New Province 1314;x
4613;7;0;155;New Province 1315;x
4614;89;180;191;New Province 1316;x
4615;129;63;129;New Province 1317;x
4616;45;15;163;New Province 1318;x
4617;129;3;69;New Province 1319;x
4618;5;189;65;New Province 1320;x
4619;129;6;34;New Province 1321;x
4620;171;144;162;New Province 1322;x
4621;171;201;2;New Province 1323;x
4622;131;123;54;New Province 1324;x
4623;4;207;0;New Province 1325;x
4624;5;36;75;New Province 1326;x
4625;89;60;171;New Province 1327;x
4626;47;57;43;New Province 1328;x
4627;130;75;199;New Province 1329;x
4628;173;126;182;New Province 1330;x
4629;172;27;12;New Province 1331;x
4630;46;135;193;New Province 1332;x
4631;88;177;66;New Province 1333;x
4632;46;72;218;New Province 1334;x
4633;132;126;29;New Province 1335;x
4634;87;60;1;New Province 1336;x
4635;86;81;161;New Province 1337;x
4636;90;45;51;New Province 1338;x
4637;90;198;41;New Province 1339;x
4638;91;153;11;New Province 1340;x
4639;130;9;9;New Province 1341;x
4640;46;114;183;New Province 1342;x
4641;4;129;150;New Province 1343;x
4642;45;54;163;New Province 1344;x
4643;45;33;3;New Province 1345;x
4644;171;27;2;New Province 1346;x
4645;4;180;165;New Province 1347;x
4646;45;36;68;New Province 1348;x
4647;128;66;194;New Province 1349;x
4648;128;84;34;New Province 1350;x
4649;174;129;157;New Province 1351;x
4650;107;67;227;New Province 1352;x
4651;45;207;3;New Province 1351;x
4652;134;75;79;New Province 1352;x
4653;46;126;93;New Province 1353;x
4654;88;75;91;New Province 1354;x
4655;46;18;138;New Province 1355;x
4656;92;183;26;New Province 1356;x
4657;88;162;41;New Province 1357;x
4658;4;93;65;New Province 1358;x
4659;46;183;188;New Province 1359;x
4660;174;51;52;New Province 1360;x
4661;6;132;30;New Province 1361;x
4662;129;24;129;New Province 1362;x
4663;50;90;138;New Province 1363;x
4664;48;117;63;New Province 1364;x
4665;88;153;91;New Province 1365;x
4666;46;96;193;New Province 1366;x
4667;88;117;56;New Province 1367;x
4668;46;66;83;New Province 1368;x
4669;172;12;87;New Province 1369;x
4670;4;15;215;New Province 1370;x
4671;88;171;186;New Province 1323;x
4672;88;186;166;New Province 1324;x
4673;130;87;64;New Province 1325;x
4674;8;87;10;New Province 1326;x
4675;172;90;192;New Province 1327;x
4676;130;189;39;New Province 1328;x
4677;130;165;169;New Province 1329;x
4678;46;99;53;New Province 1330;x
4679;130;24;139;New Province 1331;x
4680;88;12;16;New Province 1332;x
4681;88;162;191;New Province 1333;x
4682;4;12;195;New Province 1334;x
4683;4;132;65;New Province 1335;x
4684;46;33;163;New Province 1336;x
4685;174;111;62;New Province 1337;x
4686;91;54;151;New Province 1338;x
4687;133;123;169;New Province 1339;x
4688;172;189;202;New Province 1340;x
4689;46;174;193;New Province 1341;x
4690;46;201;28;New Province 1342;x
4691;88;195;161;New Province 1343;x
4692;133;165;134;New Province 1344;x
4693;3;144;70;New Province 1345;x
4694;133;15;59;New Province 1346;x
4695;172;126;227;New Province 1347;x
4696;88;18;196;New Province 1348;x
4697;88;129;221;New Province 1349;x
4698;46;195;98;New Province 1350;x
4699;46;159;63;New Province 1351;x
4700;91;180;51;New Province 1352;x
4701;172;168;192;New Province 1351;x
4702;172;186;32;New Province 1352;x
4703;172;24;197;New Province 1352;x
4704;92;201;221;New Province 1353;x
4705;46;30;48;New Province 1354;x
4706;4;171;65;New Province 1355;x
4707;46;51;3;New Province 1356;x
4708;172;42;37;New Province 1357;x
4709;130;201;99;New Province 1358;x
4710;130;39;164;New Province 1359;x
4711;175;111;167;New Province 1360;x
4712;87;126;201;New Province 1361;x
4713;45;12;198;New Province 1362;x
4714;172;63;197;New Province 1363;x
4715;62;2;248;New Province 1364;x
4716;88;69;8;New Province 1365;x
4717;148;93;16;New Province 1366;x
4718;91;120;41;New Province 1367;x
4719;133;90;199;New Province 1368;x
4720;7;51;65;New Province 1369;x
4721;130;210;49;New Province 1370;x
4722;45;123;73;New Province 1371;x
4723;91;12;186;New Province 1372;x
4724;88;33;176;New Province 1373;x
4725;4;66;25;New Province 1374;x
4726;172;0;177;New Province 1375;x
4727;46;141;73;New Province 1376;x
4728;45;9;133;New Province 1377;x
4729;4;75;20;New Province 1378;x
4730;135;153;89;New Province 1379;x
4731;93;168;206;New Province 1380;x
4732;5;111;215;New Province 1381;x
4733;177;9;52;New Province 1382;x
4734;135;0;99;New Province 1383;x
4735;5;90;205;New Province 1384;x
4736;4;117;135;New Province 1385;x
4737;6;114;190;New Province 1386;x
4738;130;78;219;New Province 1387;x
4739;46;105;133;New Province 1388;x
4740;48;39;213;New Province 1389;x
4741;88;81;21;New Province 1390;x
4742;130;36;49;New Province 1391;x
4743;7;3;15;New Province 1392;x
4744;172;6;2;New Province 1393;x
4745;3;30;130;New Province 1394;x
4746;91;162;6;New Province 1395;x
4747;129;114;199;New Province 1396;x
4748;129;156;164;New Province 1397;x
4749;129;117;164;New Province 1398;x
4750;49;6;143;New Province 1399;x
4751;129;210;39;New Province 1400;x
4752;88;108;6;New Province 1401;x
4753;129;174;4;New Province 1402;x
4754;3;123;165;New Province 1403;x
4755;171;120;37;New Province 1404;x
4756;133;57;24;New Province 1405;x
4757;4;60;40;New Province 1406;x
4758;90;42;86;New Province 1407;x
4759;132;105;224;New Province 1408;x
4760;129;138;69;New Province 1359;x
4761;171;195;72;New Province 1360;x
4762;46;84;73;New Province 1361;x
4763;46;18;33;New Province 1362;x
4764;46;120;8;New Province 1363;x
4765;48;192;203;New Province 1364;x
4766;132;201;169;New Province 1365;x
4767;90;102;96;New Province 1366;x
4768;90;195;76;New Province 1367;x
4769;45;204;38;New Province 1368;x
4770;45;126;38;New Province 1369;x
4771;132;45;214;New Province 1370;x
4772;171;3;132;New Province 1371;x
4773;130;132;94;New Province 1372;x
4774;46;132;128;New Province 1373;x
4775;45;129;3;New Province 1374;x
4776;172;201;162;New Province 1375;x
4777;130;54;39;New Province 1376;x
4778;130;111;134;New Province 1377;x
4779;130;90;74;New Province 1378;x
4780;88;105;41;New Province 1379;x
4781;4;114;170;New Province 1380;x
4782;172;114;7;New Province 1381;x
4783;130;108;169;New Province 1382;x
4784;129;0;4;New Province 1383;x
4785;87;210;131;New Province 1384;x
4786;130;21;174;New Province 1385;x
4787;88;114;91;New Province 1386;x
4788;48;195;168;New Province 1387;x
4789;87;189;71;New Province 1388;x
4790;87;18;36;New Province 1389;x
4791;87;15;71;New Province 1390;x
4792;86;60;46;New Province 1391;x
4793;130;3;129;New Province 1392;x
4794;2;102;145;New Province 1393;x
4795;134;186;154;New Province 1394;x
4796;2;21;75;New Province 1395;x
4797;128;162;34;New Province 1396;x
4798;170;198;132;New Province 1397;x
4799;86;159;161;New Province 1398;x
4800;170;0;157;New Province 1399;x
4801;128;195;4;New Province 1400;x
4802;44;156;33;New Province 1401;x
4803;128;177;59;New Province 1402;x
4804;128;96;94;New Province 1403;x
4805;128;98;144;New Province 1404;x
4806;2;54;45;New Province 1405;x
4807;44;123;63;New Province 1406;x
4808;170;63;187;New Province 1407;x
4809;128;15;74;New Province 1408;x
4810;170;150;32;New Province 1409;x
4811;128;45;129;New Province 1410;x
4812;128;60;59;New Province 1411;x
4813;2;120;190;New Province 1412;x
4814;128;42;219;New Province 1413;x
4815;86;141;216;New Province 1414;x
4816;86;108;146;New Province 1415;x
4817;118;100;141;New Province 1416;x
4818;158;133;191;New Province 1417;x
4819;46;68;133;New Province 1418;x
4820;172;57;167;New Province 1419;x
4821;173;54;7;New Province 1420;x
4822;74;119;61;New Province 1421;x
4823;173;144;22;New Province 1422;x
4824;70;79;131;New Province 1423;x
4825;5;102;15;New Province 1424;x
4826;80;45;58;New Province 1425;x
4827;88;54;131;New Province 1426;x
4828;59;29;98;New Province 1427;x
4829;25;15;54;New Province 1428;x
4830;170;180;187;New Province 1429;x
4831;44;138;88;New Province 1430;x
4832;128;78;154;New Province 1431;x
4833;2;153;160;New Province 1432;x
4834;89;3;226;New Province 1433;x
4835;129;180;184;New Province 1434;x
4836;131;141;149;New Province 1435;x
4837;2;3;30;New Province 1436;x
4838;86;42;1;New Province 1437;x
4839;170;99;17;New Province 1438;x
4840;170;18;202;New Province 1439;x
4841;44;57;173;New Province 1440;x
4842;86;192;131;New Province 1441;x
4843;44;24;203;New Province 1442;x
4844;86;198;216;New Province 1443;x
4845;2;210;55;New Province 1444;x
4846;128;144;89;New Province 1445;x
4847;44;105;18;New Province 1446;x
4848;44;189;3;New Province 1447;x
4849;2;183;165;New Province 1448;x
4850;86;93;221;New Province 1449;x
4851;128;63;174;New Province 1450;x
4852;87;177;56;New Province 1451;x
4853;129;162;89;New Province 1452;x
4854;86;75;26;New Province 1453;x
4855;171;105;57;New Province 1454;x
4856;3;189;150;New Province 1455;x
4857;171;165;217;New Province 1456;x
4858;51;21;38;New Province 1457;x
4859;171;132;202;New Province 1458;x
4860;135;204;154;New Province 1459;x
4861;172;84;207;New Province 1460;x
4862;46;39;43;New Province 1461;x
4863;88;78;56;New Province 1462;x
4864;130;129;29;New Province 1463;x
4865;130;114;49;New Province 1464;x
4866;172;21;82;New Province 1465;x
4867;172;108;32;New Province 1466;x
4868;172;45;57;New Province 1467;x
4869;4;111;160;New Province 1468;x
4870;5;198;60;New Province 1469;x
4871;131;144;214;New Province 1470;x
4872;172;111;147;New Province 1471;x
4873;130;90;179;New Province 1472;x
4874;89;48;6;New Province 1473;x
4875;131;12;29;New Province 1474;x
4876;131;84;204;New Province 1475;x
4877;47;201;188;New Province 1476;x
4878;89;81;76;New Province 1477;x
4879;173;36;167;New Province 1478;x
4880;131;192;59;New Province 1479;x
4881;173;195;187;New Province 1480;x
4882;47;135;148;New Province 1481;x
4883;171;135;167;New Province 1482;x
